hex_id,source_region,review_scope
1001,north:y0-900,printed_id_only
1002,north:y0-900,printed_id_only
1003,north:y0-900,printed_id_only
1004,north:y0-900,printed_id_only
1005,north:y0-900,printed_id_only
1006,north:y0-900,printed_id_only
1007,north:y800-1700,printed_id_only
1008,north:y800-1700,printed_id_only
1009,north:y800-1700,printed_id_only
1010,north:y800-1700,printed_id_only
1011,north:y800-1700,printed_id_only
1012,north:y800-1700,printed_id_only
1013,north:y800-1700,printed_id_only
1101,north:y0-900,printed_id_only
1102,north:y0-900,printed_id_only
1103,north:y0-900,printed_id_only
1104,north:y0-900,printed_id_only
1105,north:y0-900,printed_id_only
1106,north:y0-900,printed_id_only
1107,north:y0-900,printed_id_only
1108,north:y800-1700,printed_id_only
1109,north:y800-1700,printed_id_only
1110,north:y800-1700,printed_id_only
1111,north:y800-1700,printed_id_only
1112,north:y800-1700,printed_id_only
1113,north:y800-1700,printed_id_only
1200,north:y0-900,printed_id_only
1201,north:y0-900,printed_id_only
1202,north:y0-900,printed_id_only
1203,north:y0-900,printed_id_only
1204,north:y0-900,printed_id_only
1205,north:y0-900,printed_id_only
1206,north:y0-900,printed_id_only
1207,north:y800-1700,printed_id_only
1208,north:y800-1700,printed_id_only
1209,north:y800-1700,printed_id_only
1210,north:y800-1700,printed_id_only
1211,north:y800-1700,printed_id_only
1212,north:y800-1700,printed_id_only
1213,north:y800-1700,printed_id_only
1300,north:y0-900,printed_id_only
1301,north:y0-900,printed_id_only
1302,north:y0-900,printed_id_only
1303,north:y0-900,printed_id_only
1304,north:y0-900,printed_id_only
1305,north:y0-900,printed_id_only
1306,north:y0-900,printed_id_only
1307,north:y0-900,printed_id_only
1308,north:y800-1700,printed_id_only
1309,north:y800-1700,printed_id_only
1310,north:y800-1700,printed_id_only
1311,north:y800-1700,printed_id_only
1312,north:y800-1700,printed_id_only
1313,north:y800-1700,printed_id_only
1400,north:y0-900,printed_id_only
1401,north:y0-900,printed_id_only
1402,north:y0-900,printed_id_only
1403,north:y0-900,printed_id_only
1404,north:y0-900,printed_id_only
1405,north:y0-900,printed_id_only
1406,north:y0-900,printed_id_only
1407,north:y800-1700,printed_id_only
1408,north:y800-1700,printed_id_only
1409,north:y800-1700,printed_id_only
1410,north:y800-1700,printed_id_only
1411,north:y800-1700,printed_id_only
1412,north:y800-1700,printed_id_only
1413,north:y800-1700,printed_id_only
1415,west:y1600-2500,printed_id_only
1421,west:y2400-3300,printed_id_only
1500,north:y0-900,printed_id_only
1501,north:y0-900,printed_id_only
1502,north:y0-900,printed_id_only
1503,north:y0-900,printed_id_only
1504,north:y0-900,printed_id_only
1505,north:y0-900,printed_id_only
1506,north:y0-900,printed_id_only
1507,north:y800-1700,printed_id_only
1508,north:y800-1700,printed_id_only
1509,north:y800-1700,printed_id_only
1510,north:y800-1700,printed_id_only
1511,north:y800-1700,printed_id_only
1512,north:y800-1700,printed_id_only
1513,north:y800-1700,printed_id_only
1515,west:y1600-2500,printed_id_only
1517,west:y1600-2500,printed_id_only
1518,west:y1600-2500,printed_id_only
1523,west:y2400-3300,printed_id_only
1600,north:y0-900,printed_id_only
1601,north:y0-900,printed_id_only
1602,north:y0-900,printed_id_only
1603,north:y0-900,printed_id_only
1604,north:y0-900,printed_id_only
1605,north:y0-900,printed_id_only
1606,north:y0-900,printed_id_only
1607,north:y800-1700,printed_id_only
1608,north:y800-1700,printed_id_only
1609,north:y800-1700,printed_id_only
1610,north:y800-1700,printed_id_only
1611,north:y800-1700,printed_id_only
1612,north:y800-1700,printed_id_only
1613,north:y800-1700,printed_id_only
1620,west:y1600-2500,printed_id_only
1621,west:y2400-3300,printed_id_only
1700,north:y0-900,printed_id_only
1701,north:y0-900,printed_id_only
1702,north:y0-900,printed_id_only
1703,north:y0-900,printed_id_only
1704,north:y0-900,printed_id_only
1705,north:y0-900,printed_id_only
1706,north:y0-900,printed_id_only
1707,north:y800-1700,printed_id_only
1708,north:y800-1700,printed_id_only
1709,north:y800-1700,printed_id_only
1710,north:y800-1700,printed_id_only
1711,north:y800-1700,printed_id_only
1712,north:y800-1700,printed_id_only
1713,north:y800-1700,printed_id_only
1714,west:y1600-2500,printed_id_only
1715,west:y1600-2500,printed_id_only
1716,west:y1600-2500,printed_id_only
1717,west:y1600-2500,printed_id_only
1719,west:y1600-2500,printed_id_only
1721,west:y2400-3300,printed_id_only
1722,west:y2400-3300,printed_id_only
1800,north:y0-900,printed_id_only
1801,north:y0-900,printed_id_only
1802,north:y0-900,printed_id_only
1803,north:y0-900,printed_id_only
1804,north:y0-900,printed_id_only
1805,north:y0-900,printed_id_only
1806,north:y0-900,printed_id_only
1807,north:y800-1700,printed_id_only
1808,north:y800-1700,printed_id_only
1809,north:y800-1700,printed_id_only
1810,north:y800-1700,printed_id_only
1811,north:y800-1700,printed_id_only
1812,north:y800-1700,printed_id_only
1813,north:y800-1700,printed_id_only
1814,middle:y1600-2500,printed_id_only
1815,middle:y1600-2500,printed_id_only
1816,middle:y1600-2500,printed_id_only
1817,middle:y1600-2500,printed_id_only
1818,middle:y1600-2500,printed_id_only
1819,middle:y1600-2500,printed_id_only
1820,middle:y1600-2500,printed_id_only
1821,middle:y2400-3300,printed_id_only
1822,middle:y2400-3300,printed_id_only
1823,middle:y2400-3300,printed_id_only
1824,middle:y2400-3300,printed_id_only
1825,middle:y2400-3300,printed_id_only
1826,middle:y2400-3300,printed_id_only
1827,middle:y2400-3300,printed_id_only
1828,south:y3200-4100,printed_id_only
1829,south:y3200-4100,printed_id_only
1830,south:y3200-4100,printed_id_only
1831,south:y3200-4100,printed_id_only
1832,south:y3200-4100,printed_id_only
1900,north:y0-900,printed_id_only
1901,north:y0-900,printed_id_only
1902,north:y0-900,printed_id_only
1903,north:y0-900,printed_id_only
1904,north:y0-900,printed_id_only
1905,north:y0-900,printed_id_only
1906,north:y0-900,printed_id_only
1907,north:y800-1700,printed_id_only
1908,north:y800-1700,printed_id_only
1909,north:y800-1700,printed_id_only
1910,north:y800-1700,printed_id_only
1911,north:y800-1700,printed_id_only
1912,north:y800-1700,printed_id_only
1913,north:y800-1700,printed_id_only
1914,middle:y1600-2500,printed_id_only
1915,middle:y1600-2500,printed_id_only
1916,middle:y1600-2500,printed_id_only
1917,middle:y1600-2500,printed_id_only
1918,middle:y1600-2500,printed_id_only
1919,middle:y1600-2500,printed_id_only
1920,middle:y1600-2500,printed_id_only
1921,middle:y2400-3300,printed_id_only
1922,middle:y2400-3300,printed_id_only
1923,middle:y2400-3300,printed_id_only
1924,middle:y2400-3300,printed_id_only
1925,middle:y2400-3300,printed_id_only
1926,middle:y2400-3300,printed_id_only
1927,middle:y2400-3300,printed_id_only
1928,south:y3200-4100,printed_id_only
1929,south:y3200-4100,printed_id_only
1930,south:y3200-4100,printed_id_only
1931,south:y3200-4100,printed_id_only
1932,south:y3200-4100,printed_id_only
1933,south:y3200-4100,printed_id_only
1934,south:y3200-4100,printed_id_only
1936,coast:y4000-5000,printed_id_only
2000,north:y0-900,printed_id_only
2001,north:y0-900,printed_id_only
2002,north:y0-900,printed_id_only
2003,north:y0-900,printed_id_only
2004,north:y0-900,printed_id_only
2005,north:y0-900,printed_id_only
2006,north:y0-900,printed_id_only
2007,north:y800-1700,printed_id_only
2008,north:y800-1700,printed_id_only
2009,north:y800-1700,printed_id_only
2010,north:y800-1700,printed_id_only
2011,north:y800-1700,printed_id_only
2012,north:y800-1700,printed_id_only
2013,north:y800-1700,printed_id_only
2014,middle:y1600-2500,printed_id_only
2015,middle:y1600-2500,printed_id_only
2016,middle:y1600-2500,printed_id_only
2017,middle:y1600-2500,printed_id_only
2018,middle:y1600-2500,printed_id_only
2019,middle:y1600-2500,printed_id_only
2020,middle:y1600-2500,printed_id_only
2021,middle:y2400-3300,printed_id_only
2022,middle:y2400-3300,printed_id_only
2023,middle:y2400-3300,printed_id_only
2024,middle:y2400-3300,printed_id_only
2025,middle:y2400-3300,printed_id_only
2026,middle:y2400-3300,printed_id_only
2027,middle:y2400-3300,printed_id_only
2028,south:y3200-4100,printed_id_only
2029,south:y3200-4100,printed_id_only
2030,south:y3200-4100,printed_id_only
2031,south:y3200-4100,printed_id_only
2032,south:y3200-4100,printed_id_only
2033,south:y3200-4100,printed_id_only
2034,south:y3200-4100,printed_id_only
2100,north:y0-900,printed_id_only
2101,north:y0-900,printed_id_only
2102,north:y0-900,printed_id_only
2103,north:y0-900,printed_id_only
2104,north:y0-900,printed_id_only
2105,north:y0-900,printed_id_only
2106,north:y0-900,printed_id_only
2107,north:y800-1700,printed_id_only
2108,north:y800-1700,printed_id_only
2109,north:y800-1700,printed_id_only
2110,north:y800-1700,printed_id_only
2111,north:y800-1700,printed_id_only
2112,north:y800-1700,printed_id_only
2113,north:y800-1700,printed_id_only
2114,middle:y1600-2500,printed_id_only
2115,middle:y1600-2500,printed_id_only
2116,middle:y1600-2500,printed_id_only
2117,middle:y1600-2500,printed_id_only
2118,middle:y1600-2500,printed_id_only
2119,middle:y1600-2500,printed_id_only
2120,middle:y1600-2500,printed_id_only
2121,middle:y2400-3300,printed_id_only
2122,middle:y2400-3300,printed_id_only
2123,middle:y2400-3300,printed_id_only
2124,middle:y2400-3300,printed_id_only
2125,middle:y2400-3300,printed_id_only
2126,middle:y2400-3300,printed_id_only
2127,middle:y2400-3300,printed_id_only
2128,south:y3200-4100,printed_id_only
2129,south:y3200-4100,printed_id_only
2130,south:y3200-4100,printed_id_only
2131,south:y3200-4100,printed_id_only
2132,south:y3200-4100,printed_id_only
2133,south:y3200-4100,printed_id_only
2134,south:y3200-4100,printed_id_only
2200,north:y0-900,printed_id_only
2201,north:y0-900,printed_id_only
2202,north:y0-900,printed_id_only
2203,north:y0-900,printed_id_only
2204,north:y0-900,printed_id_only
2205,north:y0-900,printed_id_only
2206,north:y0-900,printed_id_only
2207,north:y800-1700,printed_id_only
2208,north:y800-1700,printed_id_only
2209,north:y800-1700,printed_id_only
2210,north:y800-1700,printed_id_only
2211,north:y800-1700,printed_id_only
2212,north:y800-1700,printed_id_only
2213,north:y800-1700,printed_id_only
2214,middle:y1600-2500,printed_id_only
2215,middle:y1600-2500,printed_id_only
2216,middle:y1600-2500,printed_id_only
2217,middle:y1600-2500,printed_id_only
2218,middle:y1600-2500,printed_id_only
2219,middle:y1600-2500,printed_id_only
2220,middle:y1600-2500,printed_id_only
2221,middle:y2400-3300,printed_id_only
2222,middle:y2400-3300,printed_id_only
2223,middle:y2400-3300,printed_id_only
2224,middle:y2400-3300,printed_id_only
2225,middle:y2400-3300,printed_id_only
2226,middle:y2400-3300,printed_id_only
2227,middle:y2400-3300,printed_id_only
2228,south:y3200-4100,printed_id_only
2229,south:y3200-4100,printed_id_only
2230,south:y3200-4100,printed_id_only
2231,south:y3200-4100,printed_id_only
2232,south:y3200-4100,printed_id_only
2233,south:y3200-4100,printed_id_only
2234,south:y3200-4100,printed_id_only
2300,north:y0-900,printed_id_only
2301,north:y0-900,printed_id_only
2302,north:y0-900,printed_id_only
2303,north:y0-900,printed_id_only
2304,north:y0-900,printed_id_only
2305,north:y0-900,printed_id_only
2306,north:y0-900,printed_id_only
2307,north:y800-1700,printed_id_only
2308,north:y800-1700,printed_id_only
2309,north:y800-1700,printed_id_only
2310,north:y800-1700,printed_id_only
2311,north:y800-1700,printed_id_only
2312,north:y800-1700,printed_id_only
2313,north:y800-1700,printed_id_only
2314,middle:y1600-2500,printed_id_only
2315,middle:y1600-2500,printed_id_only
2316,middle:y1600-2500,printed_id_only
2317,middle:y1600-2500,printed_id_only
2318,middle:y1600-2500,printed_id_only
2319,middle:y1600-2500,printed_id_only
2320,middle:y1600-2500,printed_id_only
2321,middle:y2400-3300,printed_id_only
2322,middle:y2400-3300,printed_id_only
2323,middle:y2400-3300,printed_id_only
2324,middle:y2400-3300,printed_id_only
2325,middle:y2400-3300,printed_id_only
2326,middle:y2400-3300,printed_id_only
2327,middle:y2400-3300,printed_id_only
2328,south:y3200-4100,printed_id_only
2329,south:y3200-4100,printed_id_only
2330,south:y3200-4100,printed_id_only
2331,south:y3200-4100,printed_id_only
2332,south:y3200-4100,printed_id_only
2333,south:y3200-4100,printed_id_only
2334,south:y3200-4100,printed_id_only
2338,coast:y4000-5000,printed_id_only
2400,north:y0-900,printed_id_only
2401,north:y0-900,printed_id_only
2402,north:y0-900,printed_id_only
2403,north:y0-900,printed_id_only
2404,north:y0-900,printed_id_only
2405,north:y0-900,printed_id_only
2406,north:y0-900,printed_id_only
2407,north:y800-1700,printed_id_only
2408,north:y800-1700,printed_id_only
2409,north:y800-1700,printed_id_only
2410,north:y800-1700,printed_id_only
2411,north:y800-1700,printed_id_only
2412,north:y800-1700,printed_id_only
2413,north:y800-1700,printed_id_only
2414,middle:y1600-2500,printed_id_only
2415,middle:y1600-2500,printed_id_only
2416,middle:y1600-2500,printed_id_only
2417,middle:y1600-2500,printed_id_only
2418,middle:y1600-2500,printed_id_only
2419,middle:y1600-2500,printed_id_only
2420,middle:y1600-2500,printed_id_only
2421,middle:y2400-3300,printed_id_only
2422,middle:y2400-3300,printed_id_only
2423,middle:y2400-3300,printed_id_only
2424,middle:y2400-3300,printed_id_only
2425,middle:y2400-3300,printed_id_only
2426,middle:y2400-3300,printed_id_only
2427,middle:y2400-3300,printed_id_only
2428,south:y3200-4100,printed_id_only
2429,south:y3200-4100,printed_id_only
2430,south:y3200-4100,printed_id_only
2431,south:y3200-4100,printed_id_only
2432,south:y3200-4100,printed_id_only
2433,south:y3200-4100,printed_id_only
2434,south:y3200-4100,printed_id_only
2500,north:y0-900,printed_id_only
2501,north:y0-900,printed_id_only
2502,north:y0-900,printed_id_only
2503,north:y0-900,printed_id_only
2504,north:y0-900,printed_id_only
2505,north:y0-900,printed_id_only
2506,north:y0-900,printed_id_only
2507,north:y800-1700,printed_id_only
2508,north:y800-1700,printed_id_only
2509,north:y800-1700,printed_id_only
2510,north:y800-1700,printed_id_only
2511,north:y800-1700,printed_id_only
2512,north:y800-1700,printed_id_only
2513,north:y800-1700,printed_id_only
2514,middle:y1600-2500,printed_id_only
2515,middle:y1600-2500,printed_id_only
2516,middle:y1600-2500,printed_id_only
2517,middle:y1600-2500,printed_id_only
2518,middle:y1600-2500,printed_id_only
2519,middle:y1600-2500,printed_id_only
2520,middle:y1600-2500,printed_id_only
2521,middle:y2400-3300,printed_id_only
2522,middle:y2400-3300,printed_id_only
2523,middle:y2400-3300,printed_id_only
2524,middle:y2400-3300,printed_id_only
2525,middle:y2400-3300,printed_id_only
2526,middle:y2400-3300,printed_id_only
2527,middle:y2400-3300,printed_id_only
2528,south:y3200-4100,printed_id_only
2529,south:y3200-4100,printed_id_only
2530,south:y3200-4100,printed_id_only
2531,south:y3200-4100,printed_id_only
2532,south:y3200-4100,printed_id_only
2533,south:y3200-4100,printed_id_only
2534,south:y3200-4100,printed_id_only
2600,north:y0-900,printed_id_only
2601,north:y0-900,printed_id_only
2602,north:y0-900,printed_id_only
2603,north:y0-900,printed_id_only
2604,north:y0-900,printed_id_only
2605,north:y0-900,printed_id_only
2606,north:y0-900,printed_id_only
2607,north:y800-1700,printed_id_only
2608,north:y800-1700,printed_id_only
2609,north:y800-1700,printed_id_only
2610,north:y800-1700,printed_id_only
2611,north:y800-1700,printed_id_only
2612,north:y800-1700,printed_id_only
2613,north:y800-1700,printed_id_only
2614,middle:y1600-2500,printed_id_only
2615,middle:y1600-2500,printed_id_only
2616,middle:y1600-2500,printed_id_only
2617,middle:y1600-2500,printed_id_only
2618,middle:y1600-2500,printed_id_only
2619,middle:y1600-2500,printed_id_only
2620,middle:y1600-2500,printed_id_only
2621,middle:y2400-3300,printed_id_only
2622,middle:y2400-3300,printed_id_only
2623,middle:y2400-3300,printed_id_only
2624,middle:y2400-3300,printed_id_only
2625,middle:y2400-3300,printed_id_only
2626,middle:y2400-3300,printed_id_only
2627,middle:y2400-3300,printed_id_only
2628,south:y3200-4100,printed_id_only
2629,south:y3200-4100,printed_id_only
2630,south:y3200-4100,printed_id_only
2631,south:y3200-4100,printed_id_only
2632,south:y3200-4100,printed_id_only
2633,south:y3200-4100,printed_id_only
2634,south:y3200-4100,printed_id_only
2700,north:y0-900,printed_id_only
2701,north:y0-900,printed_id_only
2702,north:y0-900,printed_id_only
2703,north:y0-900,printed_id_only
2704,north:y0-900,printed_id_only
2705,north:y0-900,printed_id_only
2706,north:y0-900,printed_id_only
2707,north:y800-1700,printed_id_only
2708,north:y800-1700,printed_id_only
2709,north:y800-1700,printed_id_only
2710,north:y800-1700,printed_id_only
2711,north:y800-1700,printed_id_only
2712,north:y800-1700,printed_id_only
2713,north:y800-1700,printed_id_only
2714,middle:y1600-2500,printed_id_only
2715,middle:y1600-2500,printed_id_only
2716,middle:y1600-2500,printed_id_only
2717,middle:y1600-2500,printed_id_only
2718,middle:y1600-2500,printed_id_only
2719,middle:y1600-2500,printed_id_only
2720,middle:y1600-2500,printed_id_only
2721,middle:y2400-3300,printed_id_only
2722,middle:y2400-3300,printed_id_only
2723,middle:y2400-3300,printed_id_only
2724,middle:y2400-3300,printed_id_only
2725,middle:y2400-3300,printed_id_only
2726,middle:y2400-3300,printed_id_only
2727,middle:y2400-3300,printed_id_only
2728,south:y3200-4100,printed_id_only
2729,south:y3200-4100,printed_id_only
2730,south:y3200-4100,printed_id_only
2731,south:y3200-4100,printed_id_only
2732,south:y3200-4100,printed_id_only
2733,south:y3200-4100,printed_id_only
2734,south:y3200-4100,printed_id_only
2800,north:y0-900,printed_id_only
2801,north:y0-900,printed_id_only
2802,north:y0-900,printed_id_only
2803,north:y0-900,printed_id_only
2804,north:y0-900,printed_id_only
2805,north:y0-900,printed_id_only
2806,north:y0-900,printed_id_only
2807,north:y800-1700,printed_id_only
2808,north:y800-1700,printed_id_only
2809,north:y800-1700,printed_id_only
2810,north:y800-1700,printed_id_only
2811,north:y800-1700,printed_id_only
2812,north:y800-1700,printed_id_only
2813,north:y800-1700,printed_id_only
2814,middle:y1600-2500,printed_id_only
2815,middle:y1600-2500,printed_id_only
2816,middle:y1600-2500,printed_id_only
2817,middle:y1600-2500,printed_id_only
2818,middle:y1600-2500,printed_id_only
2819,middle:y1600-2500,printed_id_only
2820,middle:y1600-2500,printed_id_only
2821,middle:y2400-3300,printed_id_only
2822,middle:y2400-3300,printed_id_only
2823,middle:y2400-3300,printed_id_only
2824,middle:y2400-3300,printed_id_only
2825,middle:y2400-3300,printed_id_only
2826,middle:y2400-3300,printed_id_only
2827,middle:y2400-3300,printed_id_only
2828,south:y3200-4100,printed_id_only
2829,south:y3200-4100,printed_id_only
2830,south:y3200-4100,printed_id_only
2831,south:y3200-4100,printed_id_only
2832,south:y3200-4100,printed_id_only
2833,south:y3200-4100,printed_id_only
2834,south:y3200-4100,printed_id_only
2900,north:y0-900,printed_id_only
2901,north:y0-900,printed_id_only
2902,north:y0-900,printed_id_only
